"","Season","TeamID","PPG","FGP","TPP","FTP","ORPG","DRPG","APG","TOPG","SPG","BPG","PFPG","PCT"
"207",2010,1116,74.71875,0.445939,0.34715,0.680307,10.96875,23.5,13.75,13.71875,7.25,4.0625,18.6875,0.4375
"208",2011,1116,70.677419,0.435986,0.362345,0.695461,10.709677,23.580645,12.032258,13.258065,7.258065,5.870968,18.096774,0.580645
"209",2012,1116,71.84375,0.434409,0.353448,0.690751,11.34375,22.46875,13.625,12.96875,8.28125,5,19.3125,0.5625
"210",2013,1116,73.6875,0.434694,0.300469,0.672489,12.0625,22.9375,14.84375,11.625,9.21875,4.96875,20.28125,0.59375
"211",2014,1116,80.25,0.443935,0.366819,0.724907,11.71875,23.875,15.375,11.6875,8.625,5.59375,20.90625,0.65625
"212",2015,1116,78.484848,0.447511,0.351181,0.725955,13,23.090909,16.484848,11.727273,7.878788,4.818182,18.878788,0.764706
"213",2016,1116,78.15625,0.443273,0.397059,0.69385,11.6875,25.375,16.25,11.15625,7.40625,5.15625,21.46875,0.5
"214",2017,1116,80.242424,0.462079,0.368243,0.762274,11.424242,25.151515,14.272727,11.666667,7.545455,4.757576,20.545455,0.735294
"215",2003,1117,71.115385,0.433193,0.371171,0.737882,10.961538,20.384615,11.923077,13.269231,7.153846,1.653846,21.423077,0.423077
"216",2004,1117,72.807692,0.43956,0.356031,0.733788,12.653846,23.846154,11.192308,15.730769,6.538462,2.884615,21,0.576923
"217",2005,1117,74.115385,0.446658,0.362559,0.663212,13.653846,23.846154,13.923077,14.807692,6.538462,2.846154,20.538462,0.5
"218",2006,1117,71.892857,0.466667,0.359729,0.655684,10.571429,23.785714,13.357143,15.535714,6,2.5,18.678571,0.357143
"219",2007,1117,71.580645,0.456202,0.397213,0.670229,10.322581,24.612903,13.903226,15.16129,5.870968,3.548387,19.903226,0.516129
"220",2008,1117,68.75,0.450098,0.400826,0.720739,10.321429,19.357143,11.964286,13.857143,6.178571,2.071429,17.964286,0.285714
"221",2009,1117,64.285714,0.420716,0.314149,0.674952,11.571429,24.571429,13,13.607143,6.5,3.678571,17.071429,0.392857
"222",2010,1117,67.896552,0.439547,0.336283,0.657812,11.413793,25.965517,12.482759,13.689655,4.827586,4.034483,18.62069,0.517241
"223",2011,1117,66.1,0.424185,0.325167,0.708211,12.066667,23.533333,10.733333,13.166667,6.033333,3.1,18.4,0.5
"224",2012,1117,63.333333,0.426722,0.376368,0.668571,11.333333,22.212121,9.606061,13.69697,5.939394,2.333333,15.787879,0.393939
"225",2013,1117,68.366667,0.401425,0.306688,0.685906,12.6,24.166667,10.333333,12.866667,8.133333,2.966667,17.5,0.6
"226",2014,1117,75.866667,0.443323,0.385838,0.721289,9.366667,25.1,13.366667,12.533333,6.7,2.833333,18.1,0.566667
"227",2015,1117,63.357143,0.403071,0.320329,0.695146,10.785714,24.607143,10.75,13.5,5.178571,3.035714,17.214286,0.357143
"228",2016,1117,72.310345,0.409117,0.315399,0.732374,10.793103,28.896552,12.034483,13.241379,4.724138,4.37931,19.827586,0.310345
"229",2017,1117,72.451613,0.457971,0.37746,0.635475,10.806452,25.225806,12.290323,12.806452,5.129032,2.580645,20.322581,0.612903
"230",2003,1119,53.68,0.411765,0.355932,0.676101,7.92,21.56,11.72,17.36,5.56,1.6,19.32,0.12
"231",2004,1119,49.24,0.356007,0.332547,0.663551,6.48,21.36,9.48,17.08,5.84,1.84,18.12,0.16
"232",2005,1119,54.32,0.394093,0.342342,0.764045,6.04,21.04,10.88,15.4,4.92,1.48,16.4,0.04
"233",2006,1119,54.48,0.392739,0.34596,0.689394,8.16,20.8,10.84,15.68,5.44,1.6,20.08,0.12
"234",2007,1119,58.724138,0.414825,0.380952,0.7,8.965517,21.448276,12.448276,16.517241,6.896552,2.413793,19.793103,0.448276
"235",2008,1119,59,0.433268,0.312775,0.679825,8.6,21.233333,13.866667,15.933333,8.633333,2.033333,19.6,0.466667
"236",2009,1119,58.033333,0.420091,0.337237,0.689732,7.9,21.3,13.2,15.3,7.466667,2.5,19.266667,0.366667
"237",2010,1119,60.25,0.412869,0.327696,0.655022,10.214286,21.464286,11.5,14.642857,8.285714,2.464286,20.25,0.464286
"238",2011,1119,68,0.416616,0.369784,0.717791,10.482759,23.241379,13.413793,14,5.413793,1.62069,20.137931,0.344828
"239",2012,1119,66.62069,0.416021,0.350932,0.730769,8.103448,23.275862,13.068966,15.344828,5.896552,1.862069,19.413793,0.37931
"240",2013,1119,71.833333,0.443905,0.370597,0.737274,10.5,25.433333,14.1,14.066667,4.966667,3.1,19.4,0.5
"241",2014,1119,72.533333,0.446295,0.337818,0.698413,11.266667,22,14.1,13,5.933333,4.233333,18.3,0.466667
"242",2015,1119,71.413793,0.437316,0.322239,0.683824,10.551724,23.62069,14.137931,13.344828,6.137931,3.551724,20.689655,0.482759
"243",2016,1119,76.806452,0.426305,0.335758,0.695238,12.225806,28.548387,15.193548,13.741935,4.83871,3.612903,19.193548,0.580645
"244",2017,1119,72.032258,0.439913,0.351145,0.659533,9.580645,27.580645,16,14.967742,5.387097,1.83871,19.419355,0.387097
"245",2003,1120,70.1,0.469835,0.344898,0.662162,11.933333,22.566667,13.4,15.9,8.033333,4.966667,16.366667,0.633333
"246",2004,1120,70,0.438048,0.3407,0.662544,14.821429,22.321429,15.321429,15.928571,8.714286,4.785714,16.785714,0.5
"247",2005,1120,70.677419,0.421962,0.343046,0.725694,11.290323,21.83871,12.967742,14.483871,7.354839,1.935484,20.129032,0.451613
"248",2006,1120,65.571429,0.4334,0.355963,0.63138,12.392857,20.607143,13.5,15.928571,8.071429,4.214286,19.642857,0.428571
"249",2007,1120,72.935484,0.452944,0.337261,0.633826,12.225806,23.935484,16.548387,16.258065,8.225806,4.032258,19.322581,0.516129
"250",2008,1120,71.366667,0.457597,0.339763,0.669159,10.8,21.566667,15.1,13.6,8.633333,2.466667,16.366667,0.466667
"251",2009,1120,72.25,0.439063,0.32747,0.606061,11.78125,24.5,13.9375,13.125,8.96875,3.40625,19.03125,0.65625
"252",2010,1120,75.032258,0.441368,0.328244,0.653846,12,22.870968,12.903226,13.806452,7.83871,2.83871,20.032258,0.451613
"253",2011,1120,61.833333,0.393884,0.320879,0.652713,12.4,22,11.166667,14.3,7.6,3.233333,20.766667,0.333333
"254",2012,1120,62.645161,0.417016,0.301741,0.648026,10.903226,23.387097,12.451613,13.516129,6.419355,4.806452,18.483871,0.483871
"255",2013,1120,64.8125,0.408554,0.310696,0.700159,10.28125,23.90625,12.375,13.34375,6.9375,3.8125,20.53125,0.28125
"256",2014,1120,71.466667,0.436594,0.310469,0.720548,11,23.066667,11.633333,12.1,6.1,4.466667,21.5,0.466667
"257",2015,1120,67.529412,0.401653,0.350355,0.667043,10.029412,21.176471,10.470588,12.911765,6.705882,2.5,20.441176,0.411765
"258",2016,1120,70.709677,0.398021,0.340426,0.631861,11.16129,25.419355,11.354839,13.806452,5.354839,4.064516,21.290323,0.354839
"259",2017,1120,80.40625,0.437278,0.366286,0.672249,11.53125,25.0625,13.15625,13.5625,7.375,5.0625,21,0.5625
"260",2003,1122,69.703704,0.452347,0.349138,0.691358,10.62963,24.222222,13.407407,15.222222,7.037037,4.666667,18.666667,0.740741
"261",2004,1122,64.178571,0.431211,0.320641,0.689214,10,24.178571,12.321429,13.607143,6.5,4.107143,17.785714,0.678571
"262",2005,1122,65.3125,0.433841,0.349091,0.679739,10.59375,21.34375,12.90625,14.28125,6.875,2.46875,19.25,0.40625
"263",2006,1122,71.870968,0.455357,0.334646,0.746818,10.516129,22.322581,14.032258,14.419355,7,3,18.580645,0.548387
"264",2007,1122,69.9,0.448447,0.349716,0.680233,11.3,20.766667,13.2,12.733333,7.666667,2.7,17.766667,0.633333
"265",2008,1122,74.588235,0.451023,0.385838,0.714458,10.117647,21.411765,14.441176,12.735294,9.735294,2.176471,17.558824,0.705882
"266",2009,1122,74.5,0.465842,0.366548,0.69195,10.766667,23.066667,14.3,13.433333,6.266667,3.233333,18.733333,0.566667
"267",2010,1122,71.2,0.444651,0.355899,0.694595,10.966667,22.666667,13.1,14.3,5.933333,3.133333,17.3,0.5
"268",2011,1122,71.516129,0.447159,0.352174,0.673669,12.451613,22.677419,13.580645,14.322581,8.419355,4.032258,18.709677,0.580645
"269",2012,1122,69.16129,0.443931,0.313397,0.668067,12.16129,21.451613,12.064516,14.612903,7.16129,3.548387,18.064516,0.354839
"270",2013,1122,69.724138,0.45149,0.380776,0.664407,9.724138,23.241379,14.172414,16.448276,6.137931,4.965517,16.034483,0.206897
"271",2014,1122,75.357143,0.479659,0.334917,0.674202,9.857143,22.607143,14.178571,15.535714,6.821429,5.285714,17.5,0.357143
"272",2015,1122,64.035714,0.398833,0.300429,0.659906,11.892857,22.035714,11.821429,14.178571,6.321429,3.821429,17.571429,0.214286
"273",2016,1122,74.727273,0.459445,0.348639,0.670175,11.090909,24.787879,12.878788,14.545455,6.909091,2.757576,17.636364,0.484848
"274",2017,1122,76.5,0.458647,0.351852,0.717125,8.214286,22.285714,10.321429,12.571429,5.142857,2.5,18.392857,0.321429
"275",2003,1123,73.3,0.428886,0.322,0.725904,13.166667,21.733333,10.5,12.833333,5.2,2.2,22.866667,0.433333
"276",2004,1123,70.107143,0.420263,0.338824,0.736434,11.75,23.25,12.428571,12.928571,5.75,2.071429,20.464286,0.464286
"277",2005,1123,69.777778,0.430565,0.382524,0.683566,12.296296,21.518519,11.555556,12.259259,5.481481,2.185185,18.592593,0.518519
"278",2006,1123,62.538462,0.42594,0.359375,0.66004,11.384615,21.538462,11.5,14.423077,6.846154,3.538462,22.846154,0.307692
"279",2007,1123,59.612903,0.384845,0.272331,0.695024,12.580645,20.064516,10.322581,13.516129,7.806452,2.387097,20.774194,0.290323
"280",2008,1123,57.766667,0.400128,0.29976,0.65343,10.233333,20.966667,10.366667,12.166667,6.2,1.666667,17.166667,0.2
"281",2009,1123,57.903226,0.410941,0.339241,0.610927,10.741935,23.806452,10.741935,13.096774,5.096774,2.032258,18.451613,0.451613
"282",2010,1123,60.310345,0.411026,0.366667,0.69012,10.344828,24.724138,10.827586,14.551724,4.931034,3.103448,17.931034,0.482759
"283",2011,1123,67.5,0.445759,0.337349,0.690601,10.233333,23,13.6,12.966667,6.133333,1.966667,17.866667,0.6
"284",2012,1123,63,0.421196,0.333333,0.687179,10.862069,22.448276,13.275862,13.103448,6.068966,2.586207,16.931034,0.482759
"285",2013,1123,64.862069,0.425474,0.328244,0.651799,12.103448,23.344828,11.827586,15.517241,6.310345,2.310345,17.37931,0.482759
"286",2014,1123,64.285714,0.405167,0.314685,0.683706,12.107143,23.678571,12.214286,17.107143,4.5,2.25,20.964286,0.107143
"287",2015,1123,64.137931,0.415405,0.335843,0.697026,10.068966,22.206897,12.310345,14.068966,5.172414,2.344828,19.344828,0.206897
"288",2016,1123,69.709677,0.444378,0.369748,0.681895,9.16129,26.709677,14.483871,13.225806,5.322581,3.709677,19.258065,0.580645
"289",2017,1123,78.28125,0.459819,0.375813,0.722963,9.78125,27.6875,15.15625,14.875,5.875,3.53125,19.78125,0.625
"290",2003,1124,69,0.40702,0.341857,0.725051,11.714286,23.178571,14.214286,13.285714,8.321429,2.964286,15.75,0.5
"291",2004,1124,62.333333,0.415667,0.309524,0.696607,12.185185,19.481481,11.62963,15.259259,7.185185,2.666667,16.37037,0.259259
"292",2005,1124,65.592593,0.436101,0.364273,0.700197,10.592593,16.851852,13.074074,16,7.37037,1.814815,17.814815,0.296296
"293",2006,1124,63.176471,0.397616,0.372222,0.691275,10,21.882353,10.941176,15.235294,6.176471,4.235294,20,0.235294
"294",2007,1124,74.766667,0.454807,0.362426,0.677472,12.833333,23.366667,13.833333,14.6,5.933333,3.7,20.266667,0.466667
"295",2008,1124,80.733333,0.452922,0.376488,0.741018,11.733333,25.6,11.933333,12.6,7.366667,4.4,20.9,0.666667
"296",2009,1124,75.333333,0.456056,0.354926,0.705962,10.969697,23.424242,11.515152,12.848485,6.818182,3.575758,18.909091,0.575758
"297",2010,1124,76.709677,0.48363,0.385841,0.733436,12.193548,26.451613,13.645161,14,6.387097,6.935484,18.064516,0.774194
"298",2011,1124,69.666667,0.463198,0.350763,0.697917,11.6,23.666667,11.666667,15.7,6.9,4.233333,17,0.566667
"299",2012,1124,74.272727,0.465909,0.37691,0.752226,12.121212,23.909091,14.727273,13.848485,7.636364,4.636364,17.636364,0.787879
"300",2013,1124,73.354839,0.446458,0.3408,0.689382,12.096774,24.709677,14.516129,12.16129,6.516129,4.548387,17.129032,0.548387
"301",2014,1124,73.787879,0.448126,0.384252,0.672886,14.181818,24.060606,14.515152,11.787879,5.090909,5.666667,17.545455,0.666667
"302",2015,1124,69.125,0.433994,0.382253,0.666667,14.5,24.03125,14.40625,12.375,8.03125,3.84375,16.71875,0.71875
"303",2016,1124,76.3125,0.463283,0.373585,0.727273,13.5625,23.21875,17.09375,12.8125,7.71875,3.96875,19.40625,0.65625
"304",2017,1124,71.612903,0.466706,0.353448,0.711604,12.677419,24.935484,15.483871,13.419355,5.129032,4.870968,17.677419,0.774194
"305",2003,1125,72.464286,0.465753,0.367576,0.701887,10.535714,23.642857,16.892857,16.928571,9.071429,1.714286,18.357143,0.571429
"306",2004,1125,72.321429,0.45288,0.355556,0.692308,9.785714,23.357143,16.392857,14.357143,8.642857,2.357143,17.785714,0.714286
"307",2005,1125,70.266667,0.42704,0.359606,0.676106,9.4,22.4,13.8,14.466667,7.433333,3.2,19.466667,0.466667
"308",2006,1125,81.833333,0.5,0.381872,0.695238,11.833333,23.9,16.966667,16.3,7.733333,3.566667,19.866667,0.666667
"309",2007,1125,72.645161,0.468347,0.366667,0.691606,10.870968,25.83871,15.709677,15.903226,6.096774,3.225806,18.580645,0.709677
"310",2008,1125,79.3125,0.446612,0.362947,0.698341,12.5625,24.15625,17.09375,14.90625,8.4375,1.84375,18.5625,0.75
"311",2009,1125,76.580645,0.442997,0.350057,0.683962,12,23.677419,16.419355,14.322581,8.032258,2.516129,19.096774,0.612903
"312",2010,1125,73.096774,0.449088,0.344147,0.673913,11.967742,25.129032,14.354839,16.548387,7.16129,2.967742,19.193548,0.612903
"313",2011,1125,80.352941,0.463928,0.381235,0.736495,13.088235,23.264706,16.382353,13.941176,9.735294,3.470588,20.823529,0.882353
"314",2012,1125,81.393939,0.481191,0.381389,0.737333,11.515152,24.787879,17.333333,12.212121,7.363636,2.242424,18.272727,0.787879
"315",2013,1125,76.9,0.493746,0.375566,0.735294,9.366667,22.833333,15.8,13.566667,9.533333,2.733333,18.2,0.8
"316",2014,1125,79.5,0.500871,0.394109,0.733607,8.15625,22.28125,15.3125,12.9375,6.625,2.34375,21.09375,0.71875
"317",2015,1125,73.774194,0.474184,0.378713,0.69009,9.322581,23.967742,15.193548,13.741935,6.354839,1.967742,16.451613,0.677419
"318",2016,1125,82.466667,0.494834,0.363636,0.72213,8.6,26,17.333333,14.166667,4.5,2.333333,20.1,0.633333
"319",2017,1125,76.703704,0.472787,0.336658,0.772043,8.111111,26.407407,16.037037,12.740741,4.444444,2.555556,17.592593,0.777778
"320",2003,1126,64.7,0.413238,0.357741,0.693141,12.3,20.433333,10.966667,15.866667,8.266667,1.8,19.433333,0.266667
"321",2004,1126,59,0.39122,0.315412,0.699134,10.724138,21.241379,10.551724,15.896552,8.310345,2.103448,18.344828,0.275862
"322",2005,1126,64.366667,0.434066,0.343416,0.60076,9.333333,22.766667,13.566667,16.333333,8.1,2.433333,19.233333,0.433333
"323",2006,1126,65.4,0.421493,0.326376,0.615635,11.233333,22.033333,12.3,15.266667,9.2,2,19.466667,0.5
"324",2007,1126,53,0.388235,0.289538,0.607073,10.392857,20.428571,10.321429,16.25,6.464286,3.178571,18.928571,0.25
"325",2008,1126,57.137931,0.441578,0.335277,0.683544,9.068966,19.241379,10.034483,15.448276,6.827586,2.310345,17.586207,0.310345
"326",2009,1126,56.8,0.391839,0.27991,0.623946,12.3,22.5,9.033333,14.266667,6.566667,2.6,19.5,0.466667
"327",2010,1126,58.466667,0.417102,0.324713,0.642478,11.6,20.7,9.833333,12.733333,6.466667,3.433333,17.933333,0.466667
"328",2011,1126,64.551724,0.428849,0.314363,0.702614,11.172414,20.689655,11.034483,11.655172,6.655172,2.172414,19.689655,0.586207
"329",2012,1126,64.939394,0.435374,0.353183,0.666156,11.515152,18.909091,11.848485,13.272727,6.636364,2.545455,18.969697,0.484848
"330",2013,1126,65.5,0.409318,0.310225,0.627312,11.875,21.71875,12.28125,12.34375,6.90625,3.5625,20.375,0.375
"331",2014,1126,61.433333,0.393216,0.357895,0.712707,11.1,19.233333,9.4,12.4,6.033333,2.433333,21.266667,0.166667
"332",2015,1126,57.033333,0.391661,0.291417,0.710169,11.333333,20.766667,7.833333,13.733333,5.266667,2.566667,19.533333,0.3
"333",2016,1126,69.066667,0.406893,0.310811,0.678636,12.433333,24.2,11.066667,12.8,5.566667,6.1,18.966667,0.4
"334",2017,1126,70.4,0.411702,0.322727,0.661017,12.366667,22.833333,13.666667,12.633333,7.066667,2.8,20.766667,0.266667
"335",2003,1127,66.555556,0.420337,0.349662,0.675926,11.703704,24.222222,12.703704,15.074074,6.444444,6.481481,18.259259,0.518519
"336",2004,1127,60.066667,0.406714,0.316929,0.639262,11.9,23.333333,10.466667,16.966667,6.733333,5.233333,18.8,0.466667
"337",2005,1127,61.517241,0.3927,0.325503,0.65643,12.37931,22.206897,10.413793,13.586207,6.689655,3,19.931034,0.413793
"338",2006,1127,62.482759,0.382134,0.30339,0.74122,11.862069,21.827586,10.103448,11.896552,7,1.689655,19.448276,0.551724
"339",2007,1127,65.689655,0.422739,0.350245,0.683168,10.655172,22.655172,10.413793,14.344828,7.448276,2.034483,20.206897,0.448276
"340",2008,1127,65.866667,0.433779,0.335294,0.732039,11.7,20.733333,11.966667,13.6,7.2,2.566667,19.433333,0.466667
"341",2009,1127,69.9,0.43565,0.330896,0.685962,11.2,23.433333,12,13.266667,7.066667,4.166667,20.2,0.733333
"342",2010,1127,61.689655,0.423177,0.291585,0.669291,11.482759,23.310345,9.931034,14.275862,5.275862,3.965517,17.068966,0.37931
"343",2011,1127,60.032258,0.396468,0.353566,0.701075,10.193548,20.741935,10.935484,12.387097,5.064516,3.290323,16.225806,0.258065
"344",2012,1127,56.83871,0.397087,0.302059,0.698885,8.967742,21.741935,11.16129,14.903226,6.032258,2.16129,17.870968,0.064516
"345",2013,1127,55.172414,0.369393,0.285714,0.652259,9.724138,24.931034,8.068966,15.344828,5.655172,2.448276,16.758621,0.068966
"346",2014,1127,61.333333,0.380309,0.319859,0.692868,10.4,21.933333,9.4,14.266667,6.133333,2,19.866667,0.233333
"347",2015,1127,57.033333,0.394328,0.306,0.661017,8.866667,21.766667,8.4,13.766667,5.5,2.433333,18,0.166667
"348",2016,1127,60.9,0.389715,0.285476,0.681507,9.1,24.933333,11.1,13.966667,5.366667,2.266667,18.6,0.266667
"349",2017,1127,65.103448,0.421185,0.344103,0.693252,8.068966,24.413793,11.62069,12.482759,5.034483,2.413793,17.206897,0.310345
"350",2003,1128,67.846154,0.442813,0.35524,0.723183,10.653846,21.461538,13.384615,15.653846,7.884615,3.961538,18.076923,0.653846
"351",2004,1128,72.32,0.477577,0.4334,0.695009,10.88,23.76,14.92,15.88,7.36,3,19.56,0.72
"352",2005,1128,64.172414,0.436232,0.350814,0.722309,9.896552,22.896552,10.62069,13.37931,5,2.275862,19.724138,0.517241
"353",2006,1128,66.923077,0.454264,0.366355,0.677596,10.653846,21.538462,12.538462,12.346154,5.807692,1.5,18.192308,0.653846
"354",2003,1129,65.892857,0.41068,0.297741,0.697436,11.178571,21.928571,11.642857,14.392857,6.642857,3.821429,19.5,0.428571
"355",2004,1129,72.428571,0.441714,0.347426,0.739425,11.357143,22.571429,13.428571,12.821429,6.464286,2.892857,17.357143,0.678571
"356",2005,1129,70.878788,0.433006,0.362238,0.683502,12.575758,22.69697,13.636364,15.121212,5.242424,2.393939,18.727273,0.454545
"357",2006,1129,71.892857,0.439655,0.365132,0.710372,10.035714,25.535714,14.25,15.607143,5.642857,2.107143,18.535714,0.464286
"358",2007,1129,75.3,0.454649,0.341812,0.662739,11.466667,26.533333,14.533333,15.333333,6.433333,3.366667,17.6,0.533333
"359",2008,1129,81.21875,0.502176,0.395738,0.666216,9.9375,26.125,17.46875,15.6875,6.09375,2.375,17.75,0.75
"360",2009,1129,71.766667,0.468184,0.347985,0.694391,9.666667,24.033333,15.7,14.7,6.3,3.5,18.3,0.6
"361",2010,1129,74,0.459173,0.331512,0.676157,11.774194,24.225806,16,14.354839,7.483871,3.709677,16.967742,0.451613
"362",2011,1129,73.774194,0.433128,0.340946,0.717185,11.419355,22.032258,12.612903,12,8.870968,2.870968,18.83871,0.612903
"363",2012,1129,67.413793,0.420226,0.342105,0.691099,10.965517,22.62069,11.448276,12.137931,5.827586,1.827586,18.068966,0.413793
"364",2013,1129,71.068966,0.448254,0.386525,0.748614,9.724138,23.206897,12.37931,12.275862,6.62069,1.655172,19.275862,0.655172
"365",2014,1129,75.03125,0.452655,0.364188,0.756716,10.8125,22.90625,11.625,9.875,5.5625,2.03125,19.46875,0.59375
"366",2015,1129,69.870968,0.453446,0.391304,0.727941,8.516129,24.032258,11.709677,10.225806,5.967742,2.322581,17.225806,0.741935
"367",2016,1129,76,0.447216,0.326057,0.707801,9.366667,24.466667,13.066667,11.6,6.3,2.033333,19.8,0.6
"368",2017,1129,75.517241,0.450092,0.355958,0.717037,9.482759,25.758621,12.413793,12.62069,4.896552,2.413793,21.103448,0.62069
"369",2003,1130,79.655172,0.468786,0.344554,0.69086,13.793103,22.068966,17,13.344828,7,2.896552,18.965517,0.62069
"370",2004,1130,68.75,0.453536,0.319149,0.678663,12.8125,23.71875,15.90625,13.375,7.03125,3.03125,15.90625,0.71875
"371",2005,1130,71.928571,0.451674,0.329412,0.712991,14.321429,23.464286,17.392857,12.928571,7.25,4.107143,14.892857,0.857143
"372",2006,1130,74.483871,0.486551,0.369048,0.673469,13.258065,21.967742,17.903226,13.290323,6,4.225806,16.322581,0.78125
"373",2007,1130,74.645161,0.479394,0.349328,0.723684,11.83871,22.806452,14.774194,14.129032,5.774194,5.774194,15.387097,0.645161
